track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2.0,2022.0,7.0,22.0,,2.0,209106362,18.0,10.0,13,1.0,1,,B,Minor,82.0,75.0,85.0,33.0,1.0,11.0,4.0
Lady Mi Amor,Feid,1.0,2022.0,9.0,,330.0,wrong_type,53987404,3.0,0.0,2,0.0,0,93.0,D,Major,78.0,75.0,62.0,6.0,0.0,15.0,6.0
Poland,Lil Yachty,,2022.0,6.0,23.0,1584.0,0.0,115331792,38.0,0.0,24,0.0,0,150.0,F,Minor,70.0,26.0,56.0,14.0,83.0,11.0,5.0
THE LONELIEST,Mï¿½ï¿½ne,1.0,2022.0,10.0,7.0,1585.0,5.0,225093344,78.0,65.0,328,1.0,198,130.0,D,Major,52.0,24.0,60.0,0.0,0.0,8.0,3.0
Bye Bye,"Marshmello, Juice WRLD",2.0,,10.0,14.0,766.0,0.0,84697729,16.0,0.0,9,0.0,0,83.0,D#,Minor,65.0,24.0,53.0,6.0,0.0,wrong_type,4.0
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4.0,2022.0,8.0,18.0,836.0,0.0,159240673,14.0,1.0,13,0.0,0,102.0,A,Major,84.0,43.0,75.0,5.0,,,8.0
Nxde,(G)I-DLE,1.0,2022.0,10.0,wrong_type,430.0,6.0,170709584,14.0,116.0,9,,11,136.0,E,Minor,73.0,65.0,91.0,wrong_type,0.0,48.0,18.0
Miss You,Southstar,1.0,1982.0,,16.0,2020.0,0.0,154356956,77.0,10.0,119,0.0,40,145.0,A,Major,,24.0,58.0,17.0,wrong_type,,5.0
we fell in love in october,girl in red,1.0,2018.0,,21.0,6858.0,0.0,723043854,31.0,21.0,15,0.0,4,wrong_type,G,Major,57.0,24.0,37.0,11.0,18.0,16.0,3.0
2 Be Loved (Am I Ready),Lizzo,wrong_type,2022.0,7.0,14.0,3682.0,6.0,247689123,41.0,0.0,158,2.0,68,156.0,G,Major,72.0,92.0,77.0,9.0,0.0,8.0,11.0
Celestial,Ed Sheeran,1.0,2022.0,wrong_type,29.0,1639.0,0.0,176474912,86.0,14.0,80,,37,123.0,D,Major,57.0,50.0,85.0,5.0,0.0,16.0,4.0
Typa Girl,BLACKPINK,1.0,2022.0,9.0,16.0,452.0,10.0,235549288,2.0,129.0,13,0.0,1,132.0,G,Major,wrong_type,53.0,62.0,7.0,,63.0,10.0
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2.0,2020.0,12.0,18.0,668.0,,140430339,0.0,0.0,31,0.0,,125.0,D#,Minor,49.0,13.0,74.0,0.0,0.0,,4.0
California Breeze,Lil Baby,1.0,2022.0,10.0,wrong_type,991.0,0.0,85559365,36.0,38.0,13,0.0,3,,F,Minor,74.0,22.0,67.0,0.0,0.0,11.0,46.0
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3.0,2022.0,9.0,22.0,869.0,7.0,146223492,14.0,12.0,12,2.0,28,138.0,A#,Major,80.0,82.0,81.0,14.0,0.0,13.0,36.0
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",wrong_type,2022.0,7.0,1.0,648.0,4.0,187701588,0.0,0.0,30,0.0,0,161.0,A#,Minor,59.0,62.0,60.0,wrong_type,0.0,5.0,44.0
Major Distribution,"Drake, 21 Savage",2.0,2022.0,11.0,,1545.0,0.0,154863153,22.0,7.0,15,0.0,0,131.0,G#,Minor,91.0,23.0,55.0,1.0,0.0,7.0,32.0
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3.0,,11.0,4.0,1930.0,0.0,191333656,24.0,8.0,17,0.0,1,122.0,E,Minor,75.0,45.0,63.0,6.0,0.0,wrong_type,12.0
Vigilante Shit,Taylor Swift,1.0,2022.0,10.0,21.0,1948.0,0.0,253650850,12.0,9.0,16,0.0,0,80.0,E,Minor,80.0,16.0,28.0,17.0,0.0,12.0,39.0
Question...?,Taylor Swift,1.0,2022.0,wrong_type,21.0,1608.0,0.0,223064273,10.0,3.0,12,0.0,0,,G,Major,75.0,,50.0,20.0,0.0,30.0,17.0
On BS,"Drake, 21 Savage",wrong_type,2022.0,11.0,wrong_type,1338.0,0.0,170413877,9.0,20.0,7,0.0,0,158.0,A,Major,84.0,33.0,36.0,wrong_type,0.0,39.0,59.0
Mastermind,Taylor Swift,1.0,2022.0,10.0,21.0,1936.0,0.0,218320587,7.0,5.0,13,0.0,0,126.0,E,Major,66.0,12.0,35.0,55.0,0.0,9.0,
Circo Loco,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1794.0,0.0,141720999,26.0,9.0,17,0.0,3,104.0,C#,Major,73.0,25.0,61.0,1.0,wrong_type,32.0,7.0
Labyrinth,Taylor Swift,1.0,2022.0,10.0,21.0,,0.0,187339835,6.0,3.0,15,0.0,0,110.0,,Major,48.0,15.0,31.0,80.0,22.0,12.0,4.0
Spin Bout U,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1652.0,wrong_type,198365537,26.0,52.0,10,0.0,95,130.0,G,Major,77.0,20.0,70.0,1.0,0.0,16.0,5.0
Sweet Nothing,Taylor Swift,1.0,2022.0,10.0,21.0,wrong_type,wrong_type,186104310,9.0,6.0,13,0.0,2,177.0,,Major,34.0,39.0,16.0,97.0,0.0,12.0,5.0
"Would've, Could've, Should've",Taylor Swift,1.0,2022.0,10.0,21.0,1715.0,0.0,177503916,4.0,5.0,8,0.0,0,158.0,G,Major,48.0,,84.0,43.0,0.0,15.0,12.0
Con La Brisa,"Ludwig Goransson, Foudeqush",2.0,2022.0,11.0,4.0,486.0,0.0,71095708,8.0,1.0,7,0.0,0,114.0,D,Minor,62.0,wrong_type,44.0,51.0,33.0,14.0,3.0
Privileged Rappers,"Drake, 21 Savage",wrong_type,2022.0,wrong_type,4.0,1007.0,0.0,112436403,6.0,5.0,3,0.0,0,,F,Major,93.0,62.0,61.0,0.0,0.0,12.0,20.0
The Astronaut,Jin,1.0,2022.0,,28.0,481.0,9.0,203436468,10.0,100.0,15,1.0,27,125.0,F,Major,54.0,22.0,76.0,0.0,0.0,14.0,3.0
BackOutsideBoyz,Drake,wrong_type,2022.0,11.0,4.0,wrong_type,0.0,93367537,8.0,5.0,2,0.0,0,142.0,F,Minor,85.0,wrong_type,43.0,4.0,0.0,39.0,32.0
Broke Boys,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1060.0,0.0,106249219,3.0,8.0,5,0.0,0,120.0,D,Major,64.0,11.0,53.0,1.0,0.0,25.0,27.0
The Great War,Taylor Swift,1.0,2022.0,10.0,21.0,1274.0,0.0,181382590,,6.0,11,wrong_type,0,96.0,F,Major,57.0,55.0,74.0,22.0,wrong_type,8.0,4.0
My Mind & Me,Selena Gomez,,2022.0,wrong_type,3.0,,0.0,91473363,61.0,13.0,37,1.0,0,144.0,A,Major,60.0,24.0,39.0,57.0,0.0,8.0,3.0
Bigger Than The Whole Sky,Taylor Swift,1.0,2022.0,10.0,21.0,1180.0,0.0,121871870,4.0,wrong_type,8,0.0,0,166.0,F#,Major,42.0,7.0,24.0,83.0,1.0,12.0,6.0
A Veces (feat. Feid),"Feid, Paulo Londra",wrong_type,2022.0,11.0,3.0,573.0,0.0,73513683,2.0,0.0,7,0.0,0,92.0,C#,Major,80.0,81.0,67.0,4.0,wrong_type,8.0,6.0
En La De Ella,"Feid, Sech, Jhayco",3.0,2022.0,10.0,20.0,1320.0,0.0,133895612,29.0,26.0,17,0.0,0,97.0,C#,Major,82.0,67.0,77.0,8.0,,12.0,5.0
Alone,Burna Boy,,2022.0,11.0,4.0,782.0,2.0,96007391,27.0,18.0,32,1.0,0,90.0,E,Minor,61.0,32.0,67.0,15.0,0.0,11.0,5.0
Iris,The Goo Goo Dolls,,1998.0,3.0,31.0,13101.0,9.0,1284942608,137.0,5.0,582,0.0,0,156.0,B,Minor,32.0,wrong_type,72.0,0.0,0.0,9.0,4.0
Shape of You,Ed Sheeran,1.0,2017.0,1.0,6.0,32181.0,10.0,3562543890,33.0,0.0,"6,808",7.0,0,96.0,C#,Minor,83.0,93.0,65.0,58.0,0.0,9.0,8.0
Columbia,Quevedo,wrong_type,2023.0,7.0,7.0,714.0,43.0,58149378,25.0,89.0,30,13.0,194,100.0,F,Major,67.0,26.0,71.0,37.0,0.0,11.0,4.0
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3.0,wrong_type,5.0,13.0,2308.0,0.0,76831876,wrong_type,0.0,7,0.0,0,138.0,D#,Minor,57.0,71.0,82.0,19.0,0.0,15.0,29.0
Massive,Drake,1.0,2022.0,6.0,17.0,5263.0,0.0,195628667,66.0,89.0,61,0.0,11,125.0,E,Minor,,5.0,68.0,12.0,2.0,15.0,6.0
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",,2022.0,2.0,1.0,911.0,2.0,208166039,45.0,0.0,99,1.0,1,135.0,A,Minor,78.0,55.0,57.0,4.0,0.0,10.0,8.0
NEW MAGIC WAND,"Tyler, The Creator",2.0,2019.0,5.0,16.0,4708.0,0.0,461437791,13.0,7.0,55,0.0,1,140.0,F,Minor,62.0,46.0,73.0,10.0,0.0,67.0,11.0
Conceited,SZA,1.0,2022.0,12.0,9.0,899.0,0.0,56870689,2.0,14.0,2,0.0,0,150.0,C#,Major,79.0,77.0,46.0,5.0,0.0,11.0,7.0
Love Yourself,Justin Bieber,1.0,2015.0,11.0,9.0,22730.0,5.0,2123309722,289.0,87.0,"2,430",0.0,36,100.0,E,Major,61.0,53.0,38.0,84.0,0.0,28.0,
Gangsta's Paradise,"Coolio, L.V.",2.0,1995.0,7.0,11.0,10624.0,17.0,1357608774,wrong_type,0.0,386,0.0,,80.0,G#,Major,63.0,,61.0,9.0,0.0,56.0,6.0
Numb,"Marshmello, Khalid",2.0,2022.0,6.0,10.0,3879.0,2.0,295307001,107.0,76.0,86,1.0,9,,,Minor,91.0,63.0,77.0,wrong_type,wrong_type,,5.0
Coco Chanel,"Bad Bunny, Eladio Carrion",wrong_type,2023.0,3.0,17.0,1962.0,38.0,250305248,28.0,89.0,29,5.0,82,150.0,D,Major,wrong_type,14.0,76.0,4.0,0.0,10.0,4.0
Plan A,Paulo Londra,1.0,2022.0,3.0,23.0,1105.0,0.0,240661097,wrong_type,0.0,19,0.0,0,174.0,,Major,58.0,wrong_type,83.0,5.0,,wrong_type,4.0
You Proof,Morgan Wallen,1.0,2022.0,5.0,13.0,2128.0,,367814306,37.0,88.0,9,0.0,14,120.0,A,Major,73.0,64.0,85.0,,0.0,61.0,3.0
OMG,NewJeans,1.0,2023.0,1.0,2.0,1783.0,27.0,430977451,26.0,wrong_type,15,1.0,22,127.0,A,Minor,80.0,74.0,77.0,36.0,0.0,11.0,4.0
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3.0,2022.0,,24.0,3107.0,39.0,720434240,38.0,0.0,4,0.0,0,101.0,D,Major,,72.0,59.0,62.0,0.0,9.0,3.0
Made You Look,Meghan Trainor,1.0,wrong_type,10.0,wrong_type,wrong_type,6.0,502574952,142.0,23.0,127,3.0,16,145.0,A#,Major,84.0,88.0,53.0,35.0,wrong_type,8.0,7.0
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2.0,2022.0,wrong_type,14.0,971.0,2.0,291709698,35.0,104.0,93,1.0,0,124.0,,Minor,73.0,68.0,83.0,,0.0,,7.0
Perfect,Ed Sheeran,1.0,2017.0,1.0,wrong_type,16596.0,13.0,2559529074,7.0,0.0,"2,094",0.0,0,95.0,G#,Major,60.0,17.0,45.0,16.0,0.0,11.0,2.0
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3.0,2022.0,11.0,24.0,995.0,19.0,463564958,,117.0,9,5.0,3,wrong_type,B,Minor,77.0,79.0,73.0,15.0,0.0,27.0,10.0
Forever,Labrinth,1.0,2019.0,wrong_type,4.0,3618.0,0.0,282883169,21.0,86.0,138,0.0,2,80.0,E,Minor,wrong_type,19.0,46.0,92.0,72.0,11.0,
Believer,Imagine Dragons,1.0,2017.0,1.0,wrong_type,18986.0,23.0,2594040133,250.0,121.0,"2,969",10.0,31,125.0,A#,Minor,77.0,74.0,78.0,4.0,0.0,23.0,11.0
Starboy,"The Weeknd, Daft Punk",2.0,2016.0,9.0,21.0,29536.0,79.0,2565529693,281.0,137.0,"2,445",1.0,140,186.0,G,Major,68.0,49.0,59.0,16.0,0.0,13.0,28.0
A Tale By Quincy,The Weeknd,1.0,2022.0,1.0,,733.0,0.0,41924466,0.0,2.0,2,0.0,0,94.0,F,Minor,46.0,55.0,50.0,71.0,0.0,10.0,11.0
The Business,Tiï¿½ï¿,1.0,2020.0,1.0,,14311.0,0.0,1062345656,255.0,32.0,582,0.0,14,120.0,G#,Minor,80.0,24.0,wrong_type,41.0,,11.0,23.0
Woman,Doja Cat,1.0,2021.0,6.0,25.0,9424.0,0.0,1329090101,202.0,50.0,463,4.0,,108.0,F,Minor,82.0,88.0,76.0,9.0,0.0,12.0,9.0
Privileged Rappers,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1007.0,0.0,112436403,6.0,5.0,3,0.0,0,,F,Major,93.0,62.0,61.0,0.0,0.0,12.0,20.0
Bones,Imagine Dragons,1.0,wrong_type,wrong_type,11.0,wrong_type,44.0,838079900,98.0,108.0,327,17.0,153,wrong_type,F,Minor,77.0,65.0,72.0,2.0,0.0,7.0,5.0
Zona De Perigo,Leo Santana,1.0,2022.0,12.0,8.0,531.0,4.0,134294498,20.0,,71,2.0,0,135.0,F,Major,81.0,97.0,77.0,75.0,0.0,35.0,3.0
Out of Time,The Weeknd,1.0,2022.0,1.0,7.0,3711.0,wrong_type,339659802,49.0,88.0,62,0.0,,,,Minor,65.0,82.0,74.0,27.0,0.0,32.0,5.0
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1.0,,,4.0,1888.0,0.0,121913181,26.0,1.0,58,0.0,0,71.0,,Minor,28.0,26.0,20.0,19.0,0.0,30.0,3.0
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2.0,2023.0,6.0,1.0,293.0,8.0,11956641,5.0,2.0,30,2.0,66,133.0,B,Minor,93.0,68.0,65.0,42.0,0.0,12.0,25.0
Used (feat. Don Toliver),"SZA, Don Toliver",2.0,2022.0,12.0,8.0,1042.0,0.0,94005786,7.0,29.0,3,0.0,0,150.0,A#,Minor,73.0,71.0,69.0,53.0,0.0,32.0,9.0
When I R.I.P.,Labrinth,1.0,2019.0,10.0,4.0,2578.0,0.0,203680270,8.0,,66,0.0,0,80.0,G#,Minor,39.0,45.0,55.0,73.0,0.0,9.0,21.0
BESO,"Rauw Alejandro, ROSALï¿½",2.0,2023.0,3.0,24.0,4053.0,50.0,357925728,82.0,121.0,182,12.0,171,95.0,F,Minor,77.0,53.0,64.0,74.0,0.0,17.0,14.0
Merry Christmas,"Ed Sheeran, Elton John",2.0,2017.0,wrong_type,,2209.0,0.0,135723538,72.0,90.0,141,0.0,0,,,Major,59.0,,,24.0,0.0,10.0,4.0
MONTAGEM - FR PUNK,"Ayparia, unxbected",2.0,2012.0,6.0,20.0,,50.0,58054811,1.0,52.0,8,0.0,"1,170",129.0,A,Major,63.0,84.0,82.0,70.0,8.0,9.0,7.0
Blank Space,Taylor Swift,1.0,2014.0,1.0,1.0,11434.0,53.0,1355959075,154.0,wrong_type,410,2.0,81,wrong_type,F,Major,75.0,57.0,68.0,9.0,0.0,13.0,6.0
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2.0,2023.0,4.0,21.0,1305.0,34.0,115010040,29.0,wrong_type,43,5.0,44,91.0,G,Major,82.0,,62.0,10.0,wrong_type,10.0,15.0
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3.0,2022.0,7.0,1.0,648.0,4.0,187701588,0.0,0.0,30,0.0,0,161.0,A#,Minor,59.0,62.0,wrong_type,wrong_type,0.0,5.0,44.0
LET GO,Central Cee,1.0,2022.0,12.0,15.0,2301.0,20.0,298063749,49.0,23.0,110,0.0,8,146.0,D,Minor,74.0,51.0,45.0,86.0,0.0,21.0,38.0
Get Into It (Yuh),Doja Cat,1.0,2021.0,6.0,25.0,4999.0,0.0,516784627,43.0,19.0,73,12.0,0,92.0,G#,Minor,91.0,79.0,66.0,32.0,0.0,wrong_type,16.0
Cinema,Harry Styles,1.0,wrong_type,,20.0,2171.0,0.0,189236868,18.0,1.0,28,0.0,0,106.0,A,Minor,83.0,90.0,64.0,,5.0,9.0,4.0
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1.0,,1.0,1.0,,2.0,103762518,0.0,0.0,6,,0,144.0,F,Major,74.0,75.0,73.0,42.0,0.0,9.0,4.0
Starlight,Dave,1.0,,wrong_type,3.0,1856.0,3.0,229473310,29.0,40.0,31,1.0,1,124.0,G,Major,95.0,36.0,37.0,35.0,0.0,10.0,28.0
Yandel 150,"Yandel, Feid",2.0,2022.0,wrong_type,20.0,3618.0,38.0,585695368,wrong_type,74.0,80,14.0,194,wrong_type,F#,Minor,78.0,58.0,73.0,5.0,0.0,wrong_type,7.0
ALIEN SUPERSTAR,Beyoncï¿,1.0,2022.0,7.0,29.0,2688.0,0.0,171788484,39.0,47.0,36,0.0,0,122.0,A#,Minor,wrong_type,46.0,64.0,0.0,0.0,17.0,wrong_type
Good Looking,Suki Waterhouse,1.0,wrong_type,10.0,20.0,2264.0,0.0,184706613,11.0,6.0,25,0.0,1,wrong_type,E,Major,37.0,27.0,56.0,8.0,0.0,13.0,wrong_type
El Apagï¿½,Bad Bunny,1.0,,5.0,6.0,1209.0,0.0,212351890,9.0,7.0,14,0.0,1,118.0,G#,Major,,60.0,70.0,5.0,0.0,9.0,31.0
Atlantis,Seafret,1.0,2015.0,4.0,wrong_type,3045.0,,571386359,43.0,53.0,134,1.0,32,166.0,G#,Minor,40.0,23.0,,5.0,0.0,12.0,3.0
See You Again,"Tyler, The Creator, Kali Uchis",3.0,2017.0,7.0,21.0,13387.0,64.0,1047101291,77.0,58.0,247,wrong_type,311,79.0,F#,Major,56.0,58.0,56.0,,0.0,11.0,10.0
ANTIFRAGILE,LE SSERAFIM,1.0,2022.0,10.0,17.0,761.0,12.0,301051721,23.0,95.0,11,0.0,3,wrong_type,A#,Minor,88.0,82.0,80.0,8.0,0.0,11.0,8.0
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3.0,2013.0,1.0,1.0,52898.0,0.0,933815613,wrong_type,1.0,"8,215",0.0,0,116.0,F#,Minor,79.0,87.0,81.0,4.0,0.0,,4.0
Grapejuice,Harry Styles,,2022.0,5.0,20.0,1986.0,0.0,199587884,7.0,1.0,15,0.0,0,,F,Major,65.0,88.0,72.0,36.0,14.0,20.0,3.0
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3.0,wrong_type,11.0,10.0,21097.0,52.0,1605224506,384.0,135.0,"1,034",37.0,312,116.0,C#,Major,80.0,92.0,80.0,4.0,0.0,10.0,wrong_type
I'm Good (Blue),"Bebe Rexha, David Guetta",2.0,2022.0,8.0,26.0,,80.0,1109433169,291.0,184.0,537,wrong_type,727,wrong_type,G,Minor,56.0,38.0,97.0,4.0,0.0,35.0,4.0
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3.0,2022.0,1.0,7.0,3517.0,0.0,311395144,wrong_type,28.0,43,0.0,0,78.0,C#,Minor,77.0,49.0,42.0,1.0,1.0,13.0,19.0
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2.0,2022.0,7.0,wrong_type,8506.0,45.0,1356565093,wrong_type,65.0,164,14.0,176,128.0,D,Major,62.0,55.0,78.0,1.0,3.0,23.0,4.0
HAPPY,NF,1.0,wrong_type,3.0,25.0,660.0,0.0,52722996,wrong_type,7.0,11,0.0,78,106.0,G,Major,wrong_type,22.0,86.0,31.0,0.0,12.0,wrong_type
Shut up My Moms Calling,Hotel Ugly,1.0,2020.0,2.0,10.0,,14.0,405136812,1.0,50.0,19,wrong_type,19,,A,Minor,48.0,37.0,,32.0,,10.0,10.0
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3.0,2011.0,8.0,,6074.0,52.0,1953533826,201.0,44.0,"6,551",2.0,0,146.0,D,Major,wrong_type,wrong_type,93.0,,0.0,10.0,8.0
Typa Girl,BLACKPINK,1.0,2022.0,9.0,16.0,452.0,10.0,235549288,2.0,129.0,13,0.0,1,132.0,G,Major,92.0,53.0,62.0,7.0,,63.0,10.0
Privileged Rappers,"Drake, 21 Savage",2.0,2022.0,11.0,4.0,1007.0,0.0,112436403,6.0,5.0,3,0.0,0,,F,Major,wrong_type,62.0,61.0,0.0,0.0,12.0,20.0
Massive,Drake,1.0,2022.0,6.0,17.0,5263.0,0.0,195628667,66.0,89.0,61,wrong_type,11,125.0,E,Minor,,5.0,68.0,12.0,2.0,15.0,6.0
Only Love Can Hurt Like This,Paloma Faith,1.0,2014.0,1.0,1.0,5148.0,0.0,588955257,90.0,22.0,365,0.0,114,91.0,G#,Major,57.0,30.0,89.0,,0.0,33.0,
Reminder,The Weeknd,wrong_type,2016.0,11.0,25.0,6518.0,17.0,684675814,wrong_type,85.0,238,1.0,47,160.0,G#,Major,71.0,40.0,50.0,16.0,wrong_type,16.0,22.0
Players,Coi Leray,1.0,2022.0,11.0,30.0,,6.0,335074782,118.0,48.0,143,wrong_type,240,105.0,F#,Major,95.0,62.0,52.0,3.0,0.0,wrong_type,16.0
un x100to,"Bad Bunny, Grupo Frontera",2.0,2023.0,4.0,17.0,2876.0,40.0,505671438,41.0,205.0,54,12.0,251,83.0,F#,Minor,57.0,wrong_type,72.0,,0.0,27.0,wrong_type
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2.0,2023.0,6.0,21.0,871.0,32.0,66902503,25.0,59.0,32,5.0,88,128.0,B,Major,78.0,59.0,65.0,10.0,0.0,26.0,5.0
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",wrong_type,2022.0,1.0,5.0,759.0,3.0,236940480,32.0,,12,0.0,0,170.0,F,Minor,70.0,wrong_type,44.0,40.0,0.0,37.0,
Slut Me Out,NLE Choppa,1.0,2022.0,4.0,22.0,wrong_type,4.0,190490915,21.0,4.0,13,,4,121.0,F#,Minor,94.0,71.0,,12.0,0.0,53.0,42.0
TQM,Fuerza Regida,1.0,2023.0,5.0,19.0,584.0,28.0,176553476,16.0,159.0,15,6.0,100,wrong_type,F,Minor,79.0,96.0,85.0,27.0,0.0,11.0,6.0
Pink Venom,BLACKPINK,1.0,2022.0,8.0,19.0,1963.0,16.0,551305895,57.0,119.0,77,1.0,13,90.0,,Major,,71.0,69.0,2.0,0.0,27.0,10.0
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3.0,2022.0,5.0,13.0,2308.0,0.0,76831876,7.0,0.0,7,0.0,0,138.0,D#,Minor,57.0,71.0,82.0,19.0,0.0,15.0,29.0
Hold My Hand,Lady Gaga,,2022.0,5.0,3.0,2528.0,0.0,238350348,63.0,8.0,270,2.0,105,148.0,G,Major,51.0,21.0,63.0,5.0,,41.0,3.0
Happier Than Ever - Edit,Billie Eilish,1.0,2021.0,7.0,28.0,1959.0,0.0,412795151,19.0,0.0,38,0.0,0,,,Major,45.0,12.0,wrong_type,7.0,0.0,23.0,3.0
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7.0,2022.0,1.0,14.0,1034.0,1.0,245400167,19.0,5.0,12,0.0,0,174.0,F,Minor,67.0,74.0,75.0,44.0,0.0,7.0,30.0
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3.0,2021.0,9.0,3.0,5481.0,0.0,489945871,144.0,30.0,86,0.0,0,136.0,B,Minor,80.0,33.0,60.0,0.0,0.0,32.0,14.0
Too Late,SZA,1.0,2022.0,12.0,8.0,714.0,0.0,49262961,wrong_type,9.0,2,0.0,0,128.0,B,Major,45.0,35.0,68.0,78.0,0.0,39.0,8.0
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2.0,2022.0,3.0,3.0,461.0,0.0,94616487,7.0,11.0,13,0.0,0,71.0,C#,Minor,59.0,70.0,,56.0,0.0,11.0,40.0
Punto G,Quevedo,1.0,2022.0,11.0,4.0,1985.0,35.0,381161027,34.0,26.0,37,5.0,1,92.0,B,Minor,75.0,55.0,76.0,25.0,0.0,10.0,15.0
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3.0,2022.0,12.0,2.0,6036.0,88.0,843957510,,,245,23.0,27,98.0,C#,Minor,71.0,17.0,61.0,36.0,0.0,8.0,5.0
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2.0,2022.0,5.0,25.0,896.0,wrong_type,160845341,19.0,0.0,15,0.0,0,77.0,B,Major,81.0,68.0,58.0,83.0,0.0,11.0,34.0
Daylight,Harry Styles,1.0,2022.0,5.0,20.0,2775.0,0.0,290833204,21.0,11.0,40,0.0,0,146.0,,Major,69.0,63.0,45.0,48.0,0.0,18.0,4.0
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2.0,2022.0,5.0,wrong_type,1890.0,0.0,33381454,3.0,0.0,2,0.0,0,140.0,G#,Minor,49.0,50.0,37.0,87.0,0.0,11.0,35.0
Is There Someone Else?,The Weeknd,wrong_type,2022.0,1.0,7.0,2881.0,6.0,391251368,13.0,89.0,34,0.0,3,wrong_type,A,Minor,wrong_type,60.0,58.0,4.0,0.0,,3.0
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3.0,2022.0,12.0,2.0,6036.0,88.0,843957510,,,245,23.0,27,98.0,C#,Minor,wrong_type,17.0,wrong_type,36.0,0.0,8.0,5.0
You Proof,Morgan Wallen,1.0,2022.0,5.0,13.0,2128.0,,367814306,37.0,88.0,9,0.0,14,120.0,A,Major,73.0,64.0,85.0,,0.0,61.0,3.0
Lady Mi Amor,Feid,1.0,2022.0,9.0,,330.0,0.0,53987404,3.0,0.0,2,0.0,0,93.0,D,Major,78.0,75.0,62.0,6.0,0.0,15.0,6.0
MANIAC,Stray Kids,1.0,2022.0,wrong_type,18.0,wrong_type,0.0,212234990,6.0,188.0,20,0.0,0,120.0,C#,Major,58.0,71.0,80.0,15.0,,,41.0
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",,2021.0,11.0,18.0,903.0,0.0,177129919,30.0,26.0,15,wrong_type,0,90.0,F#,Minor,63.0,75.0,75.0,17.0,0.0,11.0,8.0
Yet To Come,BTS,1.0,2022.0,6.0,10.0,829.0,0.0,302006641,32.0,110.0,26,0.0,0,172.0,C#,Major,56.0,68.0,89.0,4.0,0.0,33.0,19.0
Miï¿½ï¿½n,"Tini, Maria Becerra",2.0,2021.0,4.0,wrong_type,3406.0,,596152090,61.0,23.0,70,1.0,0,92.0,D,Major,85.0,92.0,54.0,16.0,0.0,29.0,7.0
